"q","biteA","Mean_Annual_Seroprevalence","mean_popn_R0","param1"
"0.9",0.45,0.821098322316486,NA,0.9
"0.9",0.475,0.821064222832286,NA,0.9
"0.9",0.5,0.820975383048637,NA,0.9
"0.9",0.525,0.820856383184517,NA,0.9
"0.9",0.55,0.820718706498679,NA,0.9
"0.9",0.575,0.820569580208604,NA,0.9
"0.9",0.6,0.820413342324289,NA,0.9
"0.9",0.625,0.820253505863286,NA,0.9
"0.9",0.65,0.820093919648832,NA,0.9
"0.9",0.675,0.819932897537623,NA,0.9
"0.9",0.7,0.819771856656079,NA,0.9
"0.9",0.725,0.819613084162332,NA,0.9
"0.9",0.75,0.819456012087004,NA,0.9
"0.9",0.775,0.819303248466827,NA,0.9
"0.9",0.8,0.819150874866741,NA,0.9
"0.9",0.825,0.819002085464737,NA,0.9
"0.9",0.85,0.818857375329384,NA,0.9
"0.9",0.875,0.818715199344619,NA,0.9
"0.9",0.9,0.818576915118771,NA,0.9
"0.9",0.925,0.81844087156261,NA,0.9
"0.9",0.95,0.818307111492374,NA,0.9
"0.9",0.975,0.81817704184395,NA,0.9
"0.9",1,0.818049948452721,NA,0.9
"0.99",0.05,0.148975974018979,NA,0.99
"0.99",0.075,0.426042714356064,NA,0.99
"0.99",0.1,0.632910195144221,NA,0.99
"0.99",0.125,0.714135891909129,NA,0.99
"0.99",0.15,0.753944477325019,NA,0.99
"0.99",0.175,0.776589729817331,NA,0.99
"0.99",0.2,0.791992145322079,NA,0.99
"0.99",0.225,0.801755241969475,NA,0.99
"0.99",0.25,0.808199965011624,NA,0.99
"0.99",0.275,0.812583095056248,NA,0.99
"0.99",0.3,0.815642392196661,NA,0.99
"0.99",0.325,0.81769144015214,NA,0.99
"0.99",0.35,0.818931350931924,NA,0.99
"0.99",0.375,0.819597488268792,NA,0.99
"0.99",0.4,0.819912263206244,NA,0.99
"0.99",0.425,0.820012618037982,NA,0.99
"0.99",0.45,0.819990743105725,NA,0.99
"0.99",0.475,0.819897199250432,NA,0.99
"0.99",0.5,0.819760638181923,NA,0.99
"0.99",0.525,0.819600878023959,NA,0.99
"0.99",0.55,0.819428407616086,NA,0.99
"0.99",0.575,0.819250051747925,NA,0.99
"0.99",0.6,0.819069631147544,NA,0.99
"0.99",0.625,0.818888098836801,NA,0.99
"0.99",0.65,0.818707728378632,NA,0.99
"0.99",0.675,0.818529595889408,NA,0.99
"0.99",0.7,0.818354193981037,NA,0.99
"0.99",0.725,0.818183506187764,NA,0.99
"0.99",0.75,0.818015106815574,NA,0.99
"0.99",0.775,0.817852878811615,NA,0.99
"0.99",0.8,0.81769369432193,NA,0.99
"0.99",0.825,0.817539285662027,NA,0.99
"0.99",0.85,0.81738776958627,NA,0.99
"0.99",0.875,0.817239098229228,NA,0.99
"0.99",0.9,0.817095046271133,NA,0.99
"0.99",0.925,0.816954048716073,NA,0.99
"0.99",0.95,0.816816990569883,NA,0.99
"0.99",0.975,0.816684381061377,NA,0.99
"0.99",1,0.8165546928941,NA,0.99
